semester,hallticket,subject_code,subject_name,internal_marks,external_marks,total,cgpa,grade,credits
Semester 7,246BIA73030,CS201,Data Structures,50,32,82,7.8,B+,4
Semester 7,246BIA73030,CS202,Operating Systems,33,41,74,7.0,B+,4
Semester 7,246BIA73030,CS203,Database Systems,35,49,84,8.2,A,4
Semester 7,246BIA73030,CS301,Machine Learning,49,43,92,10.0,A+,4
Semester 7,246BIA73030,CS302,Computer Networks,40,45,85,7.5,B+,4
Semester 7,246BIA73030,CS303,Software Engineering,25,40,65,6.9,B,4
Semester 7,246BIA73030,CS304,Artificial Intelligence,46,42,88,7.9,B+,4
Semester 7,246BIA73031,CS101,Mathematics,34,37,71,6.6,B,4
Semester 7,246BIA73031,CS102,Physics,40,26,66,5.9,C+,4
Semester 7,246BIA73031,CS103,Chemistry,30,45,75,6.8,B,4
Semester 7,246BIA73031,CS201,Data Structures,48,25,73,6.4,B,4
Semester 7,246BIA73031,CS202,Operating Systems,35,34,69,6.1,B,4
Semester 7,246BIA73031,CS203,Database Systems,40,39,79,7.5,B+,4
Semester 7,246BIA73031,CS301,Machine Learning,40,47,87,8.6,A,4
Semester 7,246BIA73031,CS302,Computer Networks,30,36,66,7.1,B+,4
Semester 7,246BIA73031,CS303,Software Engineering,27,27,54,5.4,C+,4
Semester 7,246BIA73031,CS304,Artificial Intelligence,29,33,62,7.0,B+,4
Semester 7,246BIA73032,CS101,Mathematics,46,38,84,9.3,A+,4
Semester 7,246BIA73032,CS102,Physics,38,42,80,7.3,B+,4
Semester 7,246BIA73032,CS103,Chemistry,40,43,83,9.1,A+,4
Semester 7,246BIA73032,CS201,Data Structures,28,39,67,6.0,B,4
Semester 7,246BIA73032,CS202,Operating Systems,49,26,75,8.1,A,4
Semester 7,246BIA73032,CS203,Database Systems,49,38,87,8.9,A,4
Semester 7,246BIA73032,CS301,Machine Learning,30,37,67,7.5,B+,4
Semester 7,246BIA73032,CS302,Computer Networks,35,46,81,8.3,A,4
Semester 7,246BIA73032,CS303,Software Engineering,46,28,74,7.8,B+,4
Semester 7,246BIA73032,CS304,Artificial Intelligence,36,49,85,8.5,A,4
Semester 7,246BIA73033,CS101,Mathematics,38,47,85,8.0,A,4
Semester 7,246BIA73033,CS102,Physics,27,29,56,6.0,B,4
Semester 7,246BIA73033,CS103,Chemistry,34,41,75,6.8,B,4
Semester 7,246BIA73033,CS201,Data Structures,48,38,86,8.8,A,4
Semester 7,246BIA73033,CS202,Operating Systems,35,35,70,7.6,B+,4
Semester 7,246BIA73033,CS203,Database Systems,37,41,78,6.8,B,4
Semester 7,246BIA73033,CS301,Machine Learning,32,28,60,5.7,C+,4
Semester 7,246BIA73033,CS302,Computer Networks,29,45,74,8.3,A,4
Semester 7,246BIA73033,CS303,Software Engineering,40,31,71,7.9,B+,4
Semester 7,246BIA73033,CS304,Artificial Intelligence,29,30,59,5.7,C+,4
Semester 7,246BIA73034,CS101,Mathematics,26,48,74,7.7,B+,4
Semester 7,246BIA73034,CS102,Physics,48,41,89,8.1,A,4
Semester 7,246BIA73034,CS103,Chemistry,37,45,82,8.4,A,4
Semester 7,246BIA73034,CS201,Data Structures,48,46,94,9.8,A+,4
Semester 7,246BIA73034,CS202,Operating Systems,25,29,54,5.4,C+,4
Semester 7,246BIA73034,CS203,Database Systems,38,35,73,6.5,B,4
Semester 7,246BIA73034,CS301,Machine Learning,47,32,79,8.0,A,4
Semester 7,246BIA73034,CS302,Computer Networks,27,48,75,6.7,B,4
Semester 7,246BIA73034,CS303,Software Engineering,28,35,63,5.8,C+,4
Semester 7,246BIA73034,CS304,Artificial Intelligence,35,46,81,7.5,B+,4
Semester 7,246BIA73035,CS101,Mathematics,43,38,81,8.0,A,4
Semester 7,246BIA73035,CS102,Physics,47,46,93,9.3,A+,4
Semester 7,246BIA73035,CS103,Chemistry,43,29,72,6.4,B,4
Semester 7,246BIA73035,CS201,Data Structures,34,40,74,7.9,B+,4
Semester 7,246BIA73035,CS202,Operating Systems,27,38,65,6.7,B,4
Semester 7,246BIA73035,CS203,Database Systems,39,33,72,8.1,A,4
Semester 7,246BIA73035,CS301,Machine Learning,38,28,66,6.4,B,4
Semester 7,246BIA73035,CS302,Computer Networks,35,28,63,6.7,B,4
Semester 7,246BIA73035,CS303,Software Engineering,27,49,76,7.7,B+,4
Semester 7,246BIA73035,CS304,Artificial Intelligence,37,50,87,7.8,B+,4
Semester 7,246BIA73036,CS101,Mathematics,29,35,64,7.2,B+,4
Semester 7,246BIA73036,CS102,Physics,50,39,89,9.3,A+,4
Semester 7,246BIA73036,CS103,Chemistry,40,30,70,6.3,B,4
Semester 7,246BIA73036,CS201,Data Structures,41,41,82,8.4,A,4
Semester 7,246BIA73036,CS202,Operating Systems,40,45,85,9.3,A+,4
Semester 7,246BIA73036,CS203,Database Systems,43,31,74,7.5,B+,4
Semester 7,246BIA73036,CS301,Machine Learning,41,46,87,9.5,A+,4
Semester 7,246BIA73036,CS302,Computer Networks,37,33,70,6.4,B,4
Semester 7,246BIA73036,CS303,Software Engineering,48,44,92,8.3,A,4
Semester 7,246BIA73036,CS304,Artificial Intelligence,45,30,75,7.9,B+,4
Semester 7,246BIA73037,CS101,Mathematics,31,37,68,5.9,C+,4
Semester 7,246BIA73037,CS102,Physics,27,43,70,7.7,B+,4
Semester 7,246BIA73037,CS103,Chemistry,26,28,54,4.6,C,4
Semester 7,246BIA73037,CS201,Data Structures,26,29,55,6.0,B,4
Semester 7,246BIA73037,CS202,Operating Systems,25,25,50,5.9,C+,4
Semester 7,246BIA73037,CS203,Database Systems,31,37,68,6.2,B,4
Semester 7,246BIA73037,CS301,Machine Learning,42,39,81,7.7,B+,4
Semester 7,246BIA73037,CS302,Computer Networks,42,26,68,6.3,B,4
Semester 7,246BIA73037,CS303,Software Engineering,31,34,65,5.8,C+,4
Semester 7,246BIA73037,CS304,Artificial Intelligence,45,40,85,9.2,A+,4
Semester 7,246BIA73038,CS101,Mathematics,42,30,72,7.5,B+,4
Semester 7,246BIA73038,CS102,Physics,39,25,64,6.5,B,4
Semester 7,246BIA73038,CS103,Chemistry,28,32,60,5.8,C+,4
Semester 7,246BIA73038,CS201,Data Structures,40,49,89,8.5,A,4
Semester 7,246BIA73038,CS202,Operating Systems,31,34,65,6.0,B,4
Semester 7,246BIA73038,CS203,Database Systems,30,37,67,7.0,B+,4
Semester 7,246BIA73038,CS301,Machine Learning,29,35,64,5.6,C+,4
Semester 7,246BIA73038,CS302,Computer Networks,39,29,68,7.5,B+,4
Semester 7,246BIA73038,CS303,Software Engineering,41,49,90,9.8,A+,4
Semester 7,246BIA73038,CS304,Artificial Intelligence,32,27,59,5.8,C+,4
Semester 7,246BIA73039,CS101,Mathematics,37,35,72,7.8,B+,4
Semester 7,246BIA73039,CS102,Physics,37,45,82,7.3,B+,4
Semester 7,246BIA73039,CS103,Chemistry,34,26,60,6.6,B,4
Semester 7,246BIA73039,CS201,Data Structures,28,41,69,7.4,B+,4
Semester 7,246BIA73039,CS202,Operating Systems,28,42,70,6.9,B,4
Semester 7,246BIA73039,CS203,Database Systems,28,40,68,6.4,B,4
Semester 7,246BIA73039,CS301,Machine Learning,48,31,79,8.8,A,4
Semester 7,246BIA73039,CS302,Computer Networks,34,28,62,5.2,C+,4
Semester 7,246BIA73039,CS303,Software Engineering,33,28,61,6.1,B,4
Semester 7,246BIA73039,CS304,Artificial Intelligence,41,30,71,6.9,B,4
Semester 7,246BIA73040,CS101,Mathematics,42,25,67,7.1,B+,4
Semester 7,246BIA73040,CS102,Physics,49,32,81,8.7,A,4
Semester 7,246BIA73040,CS103,Chemistry,49,29,78,8.6,A,4
Semester 7,246BIA73040,CS201,Data Structures,37,37,74,6.6,B,4
Semester 7,246BIA73040,CS202,Operating Systems,27,35,62,5.6,C+,4
Semester 7,246BIA73040,CS203,Database Systems,50,45,95,8.5,A,4
Semester 7,246BIA73040,CS301,Machine Learning,49,47,96,8.7,A,4
Semester 7,246BIA73040,CS302,Computer Networks,36,49,85,9.4,A+,4
Semester 7,246BIA73040,CS303,Software Engineering,26,29,55,6.5,B,4
Semester 7,246BIA73040,CS304,Artificial Intelligence,36,43,79,6.9,B,4
Semester 7,246BIA73041,CS101,Mathematics,25,43,68,6.3,B,4
Semester 7,246BIA73041,CS102,Physics,29,28,57,5.0,C+,4
Semester 7,246BIA73041,CS103,Chemistry,41,32,73,6.3,B,4
Semester 7,246BIA73041,CS201,Data Structures,37,49,86,9.5,A+,4
Semester 7,246BIA73041,CS202,Operating Systems,31,37,68,6.7,B,4
Semester 7,246BIA73041,CS203,Database Systems,29,36,65,6.1,B,4
Semester 7,246BIA73041,CS301,Machine Learning,33,41,74,6.6,B,4
Semester 7,246BIA73041,CS302,Computer Networks,37,33,70,6.4,B,4
Semester 7,246BIA73041,CS303,Software Engineering,27,35,62,5.3,C+,4
Semester 7,246BIA73041,CS304,Artificial Intelligence,39,39,78,6.9,B,4
Semester 7,246BIA73042,CS101,Mathematics,26,49,75,7.6,B+,4
Semester 7,246BIA73042,CS102,Physics,31,36,67,5.8,C+,4
Semester 7,246BIA73042,CS103,Chemistry,36,48,84,8.5,A,4
Semester 7,246BIA73042,CS201,Data Structures,37,42,79,8.0,A,4
Semester 7,246BIA73042,CS202,Operating Systems,33,50,83,7.5,B+,4
Semester 7,246BIA73042,CS203,Database Systems,38,35,73,7.7,B+,4
Semester 7,246BIA73042,CS301,Machine Learning,43,35,78,8.0,A,4
Semester 7,246BIA73042,CS302,Computer Networks,35,36,71,6.6,B,4
Semester 7,246BIA73042,CS303,Software Engineering,49,44,93,8.9,A,4
Semester 7,246BIA73042,CS304,Artificial Intelligence,37,26,63,5.5,C+,4
Semester 7,246BIA73043,CS101,Mathematics,45,30,75,6.6,B,4
Semester 7,246BIA73043,CS102,Physics,42,37,79,8.7,A,4
Semester 7,246BIA73043,CS103,Chemistry,30,41,71,6.8,B,4
Semester 7,246BIA73043,CS201,Data Structures,37,33,70,7.2,B+,4
Semester 7,246BIA73043,CS202,Operating Systems,39,41,80,7.7,B+,4
Semester 7,246BIA73043,CS203,Database Systems,38,34,72,6.4,B,4
Semester 7,246BIA73043,CS301,Machine Learning,45,36,81,8.1,A,4
Semester 7,246BIA73043,CS302,Computer Networks,36,29,65,6.6,B,4
Semester 7,246BIA73043,CS303,Software Engineering,44,33,77,7.4,B+,4
Semester 7,246BIA73043,CS304,Artificial Intelligence,50,48,98,10.0,A+,4
Semester 7,246BIA73044,CS101,Mathematics,39,49,88,9.6,A+,4
Semester 7,246BIA73044,CS102,Physics,48,38,86,9.1,A+,4
Semester 7,246BIA73044,CS103,Chemistry,25,46,71,7.4,B+,4
Semester 7,246BIA73044,CS201,Data Structures,43,26,69,7.3,B+,4
Semester 7,246BIA73044,CS202,Operating Systems,29,40,69,7.2,B+,4
Semester 7,246BIA73044,CS203,Database Systems,44,48,92,8.9,A,4
Semester 7,246BIA73044,CS301,Machine Learning,41,28,69,7.2,B+,4
Semester 7,246BIA73044,CS302,Computer Networks,36,37,73,7.8,B+,4
Semester 7,246BIA73044,CS303,Software Engineering,26,47,73,7.9,B+,4
Semester 7,246BIA73044,CS304,Artificial Intelligence,41,36,77,7.7,B+,4
Semester 7,246BIA73045,CS101,Mathematics,31,29,60,5.3,C+,4
Semester 7,246BIA73045,CS102,Physics,25,48,73,7.3,B+,4
Semester 7,246BIA73045,CS103,Chemistry,47,31,78,7.2,B+,4
Semester 7,246BIA73045,CS201,Data Structures,29,50,79,8.4,A,4
Semester 7,246BIA73045,CS202,Operating Systems,50,43,93,8.4,A,4
Semester 7,246BIA73045,CS203,Database Systems,25,47,72,7.7,B+,4
Semester 7,246BIA73045,CS301,Machine Learning,26,30,56,5.6,C+,4
Semester 7,246BIA73045,CS302,Computer Networks,47,45,92,9.2,A+,4
Semester 7,246BIA73045,CS303,Software Engineering,37,48,85,8.2,A,4
Semester 7,246BIA73045,CS304,Artificial Intelligence,44,40,84,9.3,A+,4
Semester 7,246BIA73046,CS101,Mathematics,35,47,82,8.6,A,4
Semester 7,246BIA73046,CS102,Physics,31,41,72,7.2,B+,4
Semester 7,246BIA73046,CS103,Chemistry,48,44,92,9.3,A+,4
Semester 7,246BIA73046,CS201,Data Structures,34,33,67,6.5,B,4
Semester 7,246BIA73046,CS202,Operating Systems,32,33,65,6.9,B,4
Semester 7,246BIA73046,CS203,Database Systems,33,26,59,5.7,C+,4
Semester 7,246BIA73046,CS301,Machine Learning,49,30,79,8.2,A,4
Semester 7,246BIA73046,CS302,Computer Networks,43,42,85,8.6,A,4
Semester 7,246BIA73046,CS303,Software Engineering,26,37,63,7.2,B+,4
Semester 7,246BIA73046,CS304,Artificial Intelligence,25,42,67,7.1,B+,4
Semester 7,246BIA73047,CS101,Mathematics,32,50,82,8.3,A,4
Semester 7,246BIA73047,CS102,Physics,30,50,80,8.3,A,4
Semester 7,246BIA73047,CS103,Chemistry,30,40,70,7.5,B+,4
Semester 7,246BIA73047,CS201,Data Structures,41,33,74,6.5,B,4
Semester 7,246BIA73047,CS202,Operating Systems,32,25,57,6.6,B,4
Semester 7,246BIA73047,CS203,Database Systems,32,29,61,5.4,C+,4
Semester 7,246BIA73047,CS301,Machine Learning,35,38,73,8.0,A,4
Semester 7,246BIA73047,CS302,Computer Networks,26,29,55,5.1,C+,4
Semester 7,246BIA73047,CS303,Software Engineering,30,48,78,8.4,A,4
Semester 7,246BIA73047,CS304,Artificial Intelligence,32,38,70,6.8,B,4
Semester 7,246BIA73048,CS101,Mathematics,26,46,72,7.1,B+,4
Semester 7,246BIA73048,CS102,Physics,40,46,86,7.8,B+,4
Semester 7,246BIA73048,CS103,Chemistry,41,37,78,8.0,A,4
Semester 7,246BIA73048,CS201,Data Structures,39,42,81,7.3,B+,4
Semester 7,246BIA73048,CS202,Operating Systems,34,50,84,8.6,A,4
Semester 7,246BIA73048,CS203,Database Systems,43,38,81,8.7,A,4
Semester 7,246BIA73048,CS301,Machine Learning,34,45,79,8.7,A,4
Semester 7,246BIA73048,CS302,Computer Networks,46,42,88,7.9,B+,4
Semester 7,246BIA73048,CS303,Software Engineering,50,45,95,10.0,A+,4
Semester 7,246BIA73048,CS304,Artificial Intelligence,42,31,73,8.1,A,4
Semester 7,246BIA73049,CS101,Mathematics,42,46,88,8.2,A,4
Semester 7,246BIA73049,CS102,Physics,25,44,69,5.9,C+,4
Semester 7,246BIA73049,CS103,Chemistry,48,45,93,10.0,A+,4
Semester 7,246BIA73049,CS201,Data Structures,34,34,68,7.6,B+,4
Semester 7,246BIA73049,CS202,Operating Systems,47,33,80,7.1,B+,4
Semester 7,246BIA73049,CS203,Database Systems,47,45,92,9.8,A+,4
Semester 7,246BIA73049,CS301,Machine Learning,43,50,93,8.8,A,4
Semester 7,246BIA73049,CS302,Computer Networks,26,37,63,6.6,B,4
Semester 7,246BIA73049,CS303,Software Engineering,50,31,81,8.8,A,4
Semester 7,246BIA73049,CS304,Artificial Intelligence,30,45,75,6.6,B,4
Semester 7,246BIA73050,CS101,Mathematics,37,49,86,9.0,A+,4
Semester 7,246BIA73050,CS102,Physics,41,31,72,6.9,B,4
Semester 7,246BIA73050,CS103,Chemistry,41,26,67,7.2,B+,4
Semester 7,246BIA73050,CS201,Data Structures,37,48,85,7.7,B+,4
Semester 7,246BIA73050,CS202,Operating Systems,26,28,54,6.0,B,4
Semester 7,246BIA73050,CS203,Database Systems,48,45,93,9.4,A+,4
Semester 7,246BIA73050,CS301,Machine Learning,26,34,60,5.4,C+,4
Semester 7,246BIA73050,CS302,Computer Networks,41,27,68,6.8,B,4
Semester 7,246BIA73050,CS303,Software Engineering,31,48,79,7.9,B+,4
Semester 7,246BIA73050,CS304,Artificial Intelligence,36,29,65,6.4,B,4
Semester 7,246BIA73051,CS101,Mathematics,39,46,85,9.4,A+,4
Semester 7,246BIA73051,CS102,Physics,31,35,66,7.6,B+,4
Semester 7,246BIA73051,CS103,Chemistry,47,36,83,8.0,A,4
Semester 7,246BIA73051,CS201,Data Structures,32,32,64,7.0,B+,4
Semester 7,246BIA73051,CS202,Operating Systems,45,34,79,8.8,A,4
Semester 7,246BIA73051,CS203,Database Systems,34,36,70,6.2,B,4
Semester 7,246BIA73051,CS301,Machine Learning,31,39,70,7.5,B+,4
Semester 7,246BIA73051,CS302,Computer Networks,25,30,55,6.3,B,4
Semester 7,246BIA73051,CS303,Software Engineering,38,30,68,6.5,B,4
Semester 7,246BIA73051,CS304,Artificial Intelligence,34,30,64,5.8,C+,4
Semester 7,246BIA73052,CS101,Mathematics,35,25,60,6.2,B,4
Semester 7,246BIA73052,CS102,Physics,42,31,73,7.7,B+,4
Semester 7,246BIA73052,CS103,Chemistry,26,29,55,4.6,C,4
Semester 7,246BIA73052,CS201,Data Structures,29,35,64,6.9,B,4
Semester 7,246BIA73052,CS202,Operating Systems,39,37,76,7.5,B+,4
Semester 7,246BIA73052,CS203,Database Systems,36,46,82,7.8,B+,4
Semester 7,246BIA73052,CS301,Machine Learning,25,48,73,8.0,A,4
Semester 7,246BIA73052,CS302,Computer Networks,34,39,73,8.2,A,4
Semester 7,246BIA73052,CS303,Software Engineering,48,31,79,7.5,B+,4
Semester 7,246BIA73052,CS304,Artificial Intelligence,47,41,88,8.9,A,4
Semester 7,246BIA73053,CS101,Mathematics,40,49,89,8.7,A,4
Semester 7,246BIA73053,CS102,Physics,40,50,90,9.2,A+,4
Semester 7,246BIA73053,CS103,Chemistry,50,36,86,8.0,A,4
Semester 7,246BIA73053,CS201,Data Structures,29,32,61,6.2,B,4
Semester 7,246BIA73053,CS202,Operating Systems,32,42,74,7.8,B+,4
Semester 7,246BIA73053,CS203,Database Systems,28,44,72,6.4,B,4
Semester 7,246BIA73053,CS301,Machine Learning,36,43,79,8.1,A,4
Semester 7,246BIA73053,CS302,Computer Networks,31,42,73,7.2,B+,4
Semester 7,246BIA73053,CS303,Software Engineering,36,29,65,5.5,C+,4
Semester 7,246BIA73053,CS304,Artificial Intelligence,36,37,73,7.9,B+,4
Semester 7,246BIA73054,CS101,Mathematics,43,39,82,8.3,A,4
Semester 7,246BIA73054,CS102,Physics,49,44,93,9.6,A+,4
Semester 7,246BIA73054,CS103,Chemistry,27,44,71,7.8,B+,4
Semester 7,246BIA73054,CS201,Data Structures,31,46,77,8.3,A,4
Semester 7,246BIA73054,CS202,Operating Systems,31,29,60,5.3,C+,4
Semester 7,246BIA73054,CS203,Database Systems,48,43,91,9.5,A+,4
Semester 7,246BIA73054,CS301,Machine Learning,25,49,74,7.3,B+,4
Semester 7,246BIA73054,CS302,Computer Networks,41,45,86,8.8,A,4
Semester 7,246BIA73054,CS303,Software Engineering,36,50,86,8.6,A,4
Semester 7,246BIA73054,CS304,Artificial Intelligence,28,35,63,6.9,B,4
Semester 7,246BIA73055,CS101,Mathematics,28,49,77,7.8,B+,4
Semester 7,246BIA73055,CS102,Physics,39,39,78,8.7,A,4
Semester 7,246BIA73055,CS103,Chemistry,43,48,91,8.1,A,4
Semester 7,246BIA73055,CS201,Data Structures,27,25,52,5.6,C+,4
Semester 7,246BIA73055,CS202,Operating Systems,31,29,60,5.2,C+,4
Semester 7,246BIA73055,CS203,Database Systems,26,45,71,7.4,B+,4
Semester 7,246BIA73055,CS301,Machine Learning,49,34,83,8.0,A,4
Semester 7,246BIA73055,CS302,Computer Networks,33,28,61,5.7,C+,4
Semester 7,246BIA73055,CS303,Software Engineering,33,29,62,5.5,C+,4
Semester 7,246BIA73055,CS304,Artificial Intelligence,50,45,95,9.9,A+,4
Semester 7,246BIA73056,CS101,Mathematics,34,48,82,9.2,A+,4
Semester 7,246BIA73056,CS102,Physics,36,30,66,6.5,B,4
Semester 7,246BIA73056,CS103,Chemistry,50,28,78,8.3,A,4
Semester 7,246BIA73056,CS201,Data Structures,40,35,75,6.9,B,4
Semester 7,246BIA73056,CS202,Operating Systems,45,41,86,8.1,A,4
Semester 7,246BIA73056,CS203,Database Systems,38,26,64,5.8,C+,4
Semester 7,246BIA73056,CS301,Machine Learning,34,45,79,7.8,B+,4
Semester 7,246BIA73056,CS302,Computer Networks,37,36,73,8.1,A,4
Semester 7,246BIA73056,CS303,Software Engineering,40,48,88,9.5,A+,4
Semester 7,246BIA73056,CS304,Artificial Intelligence,33,31,64,7.3,B+,4
Semester 7,246BIA73057,CS101,Mathematics,33,38,71,6.7,B,4
Semester 7,246BIA73057,CS102,Physics,49,26,75,6.8,B,4
Semester 7,246BIA73057,CS103,Chemistry,48,35,83,8.1,A,4
Semester 7,246BIA73057,CS201,Data Structures,38,36,74,6.7,B,4
Semester 7,246BIA73057,CS202,Operating Systems,44,50,94,10.0,A+,4
Semester 7,246BIA73057,CS203,Database Systems,47,38,85,8.7,A,4
Semester 7,246BIA73057,CS301,Machine Learning,42,37,79,7.7,B+,4
Semester 7,246BIA73057,CS302,Computer Networks,35,34,69,7.4,B+,4
Semester 7,246BIA73057,CS303,Software Engineering,40,37,77,7.0,B+,4
Semester 7,246BIA73057,CS304,Artificial Intelligence,38,36,74,6.8,B,4
Semester 7,246BIA73058,CS101,Mathematics,42,41,83,8.0,A,4
Semester 7,246BIA73058,CS102,Physics,33,47,80,8.1,A,4
Semester 7,246BIA73058,CS103,Chemistry,37,45,82,8.6,A,4
Semester 7,246BIA73058,CS201,Data Structures,50,40,90,8.2,A,4
Semester 7,246BIA73058,CS202,Operating Systems,40,31,71,6.4,B,4
Semester 7,246BIA73058,CS203,Database Systems,29,30,59,5.8,C+,4
Semester 7,246BIA73058,CS301,Machine Learning,34,32,66,7.5,B+,4
Semester 7,246BIA73058,CS302,Computer Networks,34,33,67,6.5,B,4
Semester 7,246BIA73058,CS303,Software Engineering,26,50,76,7.8,B+,4
Semester 7,246BIA73058,CS304,Artificial Intelligence,28,49,77,7.1,B+,4
Semester 7,246BIA73059,CS101,Mathematics,43,37,80,7.0,B+,4
Semester 7,246BIA73059,CS102,Physics,31,29,60,5.3,C+,4
Semester 7,246BIA73059,CS103,Chemistry,36,25,61,5.9,C+,4
Semester 7,246BIA73059,CS201,Data Structures,27,36,63,5.7,C+,4
Semester 7,246BIA73059,CS202,Operating Systems,48,47,95,9.4,A+,4
Semester 7,246BIA73059,CS203,Database Systems,25,43,68,7.5,B+,4
Semester 7,246BIA73059,CS301,Machine Learning,36,31,67,6.4,B,4
Semester 7,246BIA73059,CS302,Computer Networks,25,45,70,6.0,B,4
Semester 7,246BIA73059,CS303,Software Engineering,26,40,66,6.6,B,4
Semester 7,246BIA73059,CS304,Artificial Intelligence,25,28,53,5.4,C+,4
Semester 7,246BIA73060,CS101,Mathematics,27,37,64,7.1,B+,4
Semester 7,246BIA73060,CS102,Physics,26,33,59,5.9,C+,4
Semester 7,246BIA73060,CS103,Chemistry,37,41,78,7.8,B+,4
Semester 7,246BIA73060,CS201,Data Structures,31,34,65,7.1,B+,4
Semester 7,246BIA73060,CS202,Operating Systems,27,37,64,7.1,B+,4
Semester 7,246BIA73060,CS203,Database Systems,33,34,67,5.7,C+,4
Semester 7,246BIA73060,CS301,Machine Learning,36,39,75,8.5,A,4
Semester 7,246BIA73060,CS302,Computer Networks,43,44,87,8.1,A,4
Semester 7,246BIA73060,CS303,Software Engineering,43,48,91,8.7,A,4
Semester 7,246BIA73060,CS304,Artificial Intelligence,43,33,76,8.3,A,4
Semester 8,246BIA73001,CS101,Mathematics,29,50,79,7.4,B+,4
Semester 8,246BIA73001,CS102,Physics,40,28,68,6.3,B,4
Semester 8,246BIA73001,CS103,Chemistry,41,43,84,7.9,B+,4
Semester 8,246BIA73001,CS201,Data Structures,28,37,65,6.3,B,4
Semester 8,246BIA73001,CS202,Operating Systems,34,36,70,6.6,B,4
Semester 8,246BIA73001,CS203,Database Systems,27,35,62,6.2,B,4
Semester 8,246BIA73001,CS301,Machine Learning,50,35,85,7.6,B+,4
Semester 8,246BIA73001,CS302,Computer Networks,48,49,97,9.6,A+,4
Semester 8,246BIA73001,CS303,Software Engineering,47,46,93,9.7,A+,4
Semester 8,246BIA73001,CS304,Artificial Intelligence,26,44,70,7.8,B+,4
Semester 8,246BIA73002,CS101,Mathematics,40,41,81,8.5,A,4
Semester 8,246BIA73002,CS102,Physics,30,37,67,6.7,B,4
Semester 8,246BIA73002,CS103,Chemistry,39,31,70,7.6,B+,4
Semester 8,246BIA73002,CS201,Data Structures,43,35,78,8.1,A,4
Semester 8,246BIA73002,CS202,Operating Systems,49,35,84,7.9,B+,4
Semester 8,246BIA73002,CS203,Database Systems,37,27,64,6.6,B,4
Semester 8,246BIA73002,CS301,Machine Learning,44,27,71,7.7,B+,4
Semester 8,246BIA73002,CS302,Computer Networks,46,38,84,8.5,A,4
Semester 8,246BIA73002,CS303,Software Engineering,50,26,76,7.0,B+,4
Semester 8,246BIA73002,CS304,Artificial Intelligence,43,33,76,7.3,B+,4
Semester 8,246BIA73003,CS101,Mathematics,45,41,86,8.5,A,4
Semester 8,246BIA73003,CS102,Physics,26,44,70,6.1,B,4
Semester 8,246BIA73003,CS103,Chemistry,39,39,78,8.4,A,4
Semester 8,246BIA73003,CS201,Data Structures,45,50,95,10.0,A+,4
Semester 8,246BIA73003,CS202,Operating Systems,50,28,78,7.3,B+,4
Semester 8,246BIA73003,CS203,Database Systems,26,39,65,7.2,B+,4
Semester 8,246BIA73003,CS301,Machine Learning,46,39,85,8.1,A,4
Semester 8,246BIA73003,CS302,Computer Networks,40,48,88,8.5,A,4
Semester 8,246BIA73003,CS303,Software Engineering,30,32,62,6.4,B,4
Semester 8,246BIA73003,CS304,Artificial Intelligence,43,41,84,7.5,B+,4
Semester 8,246BIA73004,CS101,Mathematics,38,48,86,8.4,A,4
Semester 8,246BIA73004,CS102,Physics,49,35,84,7.4,B+,4
Semester 8,246BIA73004,CS103,Chemistry,27,37,64,7.4,B+,4
Semester 8,246BIA73004,CS201,Data Structures,30,39,69,6.9,B,4
Semester 8,246BIA73004,CS202,Operating Systems,26,34,60,5.2,C+,4
Semester 8,246BIA73004,CS203,Database Systems,30,40,70,7.7,B+,4
Semester 8,246BIA73004,CS301,Machine Learning,27,29,56,5.8,C+,4
Semester 8,246BIA73004,CS302,Computer Networks,44,41,85,7.5,B+,4
Semester 8,246BIA73004,CS303,Software Engineering,25,27,52,5.8,C+,4
Semester 8,246BIA73004,CS304,Artificial Intelligence,37,36,73,7.6,B+,4
Semester 8,246BIA73005,CS101,Mathematics,49,26,75,8.3,A,4
Semester 8,246BIA73005,CS102,Physics,26,42,68,6.4,B,4
Semester 8,246BIA73005,CS103,Chemistry,48,27,75,8.1,A,4
Semester 8,246BIA73005,CS201,Data Structures,43,41,84,9.0,A+,4
Semester 8,246BIA73005,CS202,Operating Systems,34,36,70,6.1,B,4
Semester 8,246BIA73005,CS203,Database Systems,35,44,79,7.1,B+,4
Semester 8,246BIA73005,CS301,Machine Learning,46,50,96,8.6,A,4
Semester 8,246BIA73005,CS302,Computer Networks,29,35,64,6.8,B,4
Semester 8,246BIA73005,CS303,Software Engineering,35,37,72,7.9,B+,4
Semester 8,246BIA73005,CS304,Artificial Intelligence,41,31,72,6.2,B,4
Semester 8,246BIA73006,CS101,Mathematics,34,43,77,8.4,A,4
Semester 8,246BIA73006,CS102,Physics,31,37,68,7.7,B+,4
Semester 8,246BIA73006,CS103,Chemistry,31,43,74,8.3,A,4
Semester 8,246BIA73006,CS201,Data Structures,36,49,85,9.2,A+,4
Semester 8,246BIA73006,CS202,Operating Systems,29,44,73,6.9,B,4
Semester 8,246BIA73006,CS203,Database Systems,34,37,71,6.2,B,4
Semester 8,246BIA73006,CS301,Machine Learning,33,44,77,7.1,B+,4
Semester 8,246BIA73006,CS302,Computer Networks,43,38,81,8.7,A,4
Semester 8,246BIA73006,CS303,Software Engineering,44,27,71,7.9,B+,4
